ID,Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Value,confidence_interval,Numerator,denominator,samp_size
5190_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,All,6.9,1.1,47100,686000,4742
5198_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,East Midlands,9.8,3.7,7800,80000,617
5202_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,East of England,2.9,3.5,1200,41800,223
5213_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,London,6.4,2.1,16700,260600,1339
5216_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,North East,8.8,8.3,800,9100,112
5220_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,North West,7.9,3.7,3700,46900,497
5223_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,Scotland,7.2,7.7,900,12100,108
5228_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,South East,4.8,2.6,3500,72400,627
5231_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,South West,2.6,4.1,600,21000,143
5237_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,West Midlands,9.2,3.2,10100,109400,804
5241_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2008,year,Yorkshire and The Humber,4.7,4.7,1300,26900,192
5249_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,All,12.6,2.7,28300,224100,1475
5252_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,East of England,11.4,9.7,2100,18800,102
5256_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,London,10.8,4.9,8300,77300,390
5259_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,North West,15.5,9.1,2900,18700,153
5261_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,South East,13.7,7.1,5000,36200,228
5264_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,West Midlands,17.6,10.4,2600,14500,128
5265_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2008,year,Yorkshire and The Humber,12.6,10.2,2100,16400,101
5275_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,All,11.2,1.7,50700,451200,3163
5278_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,East Midlands,16.4,10.4,2600,15900,121
5281_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,East of England,4.8,3.6,2400,50200,347
5292_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,London,11.9,2.8,25300,213200,1280
5297_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,North West,12.3,5.6,4200,34200,332
5302_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,South East,7.7,4.6,3700,48500,321
5305_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,South West,11.4,9.4,1600,13700,109
5306_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,Wales,6,6.9,500,9200,113
5308_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,West Midlands,22.8,9.5,5600,24700,186
5311_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2008,year,Yorkshire and The Humber,12.3,7.8,3400,27600,171
5324_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,All,11,0.7,327100,2963700,20840
5336_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,East Midlands,11.1,2.6,19900,180100,1351
5348_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,East of England,8,2.2,16800,209800,1496
5363_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,London,11.8,1.2,154700,1308000,7416
5374_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,North East,10.7,4.2,4400,41300,524
5386_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,North West,12.8,2.2,28500,222700,2291
5399_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,Scotland,7.8,3.3,5100,65100,632
5411_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,South East,7.1,1.6,22000,310000,2335
5424_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,South West,7.8,3.3,6600,85100,619
5433_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,Wales,11,4.1,4400,40100,563
5445_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,West Midlands,13.8,2.2,43700,317500,2336
5457_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2008,year,Yorkshire and The Humber,11.4,2.8,20900,183900,1277
5469_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,All,14.5,1.7,67900,466700,4202
5473_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,East Midlands,18.5,8.5,3900,20900,202
5477_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,East of England,15.6,6.2,4000,25600,333
5487_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,London,16.2,3.6,23400,144800,1009
5490_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,North East,14.8,9.8,1300,8900,126
5496_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,North West,13.6,3.8,8900,65700,773
5499_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,Scotland,8.6,7.4,1200,13500,137
5503_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,South East,8.7,4.5,2700,30300,386
5506_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,Wales,7.3,8,500,6300,101
5511_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,West Midlands,16.4,4.7,13400,81600,607
5518_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2008,year,Yorkshire and The Humber,13.2,4.7,8400,63800,490
5521_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2008,year,All,4.6,5.4,800,17600,143
5534_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,All,5.1,0.1,1410400,27388500,248530
5549_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,East Midlands,5.4,0.6,113000,2101300,12554
5564_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,East of England,4.6,0.5,125800,2726600,16115
5579_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,London,4.8,0.5,130500,2746100,15227
5594_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,North East,7.3,0.6,88500,1208300,16075
5609_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,North West,5.8,0.4,184900,3161600,32127
5624_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,Scotland,4.8,0.3,125100,2598200,39831
5639_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,South East,4.2,0.4,173500,4109500,27644
5654_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,South West,4,0.4,102500,2575300,20582
5669_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,Wales,6.1,0.4,85900,1399700,29222
5684_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,West Midlands,6,0.5,141900,2364800,19018
5699_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2008,year,Yorkshire and The Humber,5.8,0.5,139000,2397100,20135
5714_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,All,5.1,0.1,1309400,25457500,233970
5729_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,East Midlands,5.4,0.6,107800,1998600,11969
5744_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,East of England,4.5,0.5,114700,2522800,14780
5759_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,London,4.7,0.6,101700,2157500,12332
5774_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,North East,7.3,0.6,86900,1184900,15825
5789_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,North West,5.8,0.4,177100,3054500,31201
5804_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,Scotland,4.7,0.3,109200,2333400,36047
5819_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,South East,4.2,0.4,160900,3789200,25495
5834_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,South West,4,0.4,97300,2456700,19730
5849_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,Wales,6.2,0.4,83600,1355500,28526
5864_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,West Midlands,5.9,0.5,135200,2279700,18472
5879_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2008,year,Yorkshire and The Humber,5.8,0.5,134700,2324600,19593
5894_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,All,5.2,0.6,101100,1931000,14560
5901_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,East Midlands,5,2.8,5100,102700,585
5913_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,East of England,5.4,1.9,11100,203700,1335
5927_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,London,4.9,1.2,28800,588700,2895
5931_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,North East,7,5,1600,23400,250
5939_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,North West,7.2,2.6,7700,107000,926
5953_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,Scotland,6,1.2,15800,264700,3784
5968_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,South East,3.9,1.3,12500,320300,2149
5977_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,South West,4.3,2.2,5100,118700,852
5984_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,Wales,5.1,2.6,2300,44100,696
5990_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,West Midlands,7.8,3.6,6700,85200,546
5996_unemployment_region,Unemployed,Percentage of individuals unemployed,White Other,Detailed,2008,year,Yorkshire and The Humber,5.9,3.1,4300,72400,542
6011_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,All,7.7,0.1,2343300,30571600,260799
6026_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,East Midlands,7.3,0.4,166100,2287400,13772
6041_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,East of England,6.3,0.4,186400,2956600,17169
6056_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,London,9.2,0.4,381300,4161200,21182
6070_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,North East,9.5,0.5,117500,1240000,16182
6085_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,North West,8.5,0.3,290100,3416800,33461
6100_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,Scotland,6.9,0.3,185700,2683400,38533
6115_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,South East,5.9,0.3,262300,4434300,28300
6130_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,South West,6.2,0.3,164600,2673500,20546
6145_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,Wales,8.2,0.3,118100,1436100,28868
6160_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,West Midlands,9.4,0.4,253200,2703000,21452
6175_unemployment_region,Unemployed,Percentage of individuals unemployed,All,All,2009,year,Yorkshire and The Humber,8.5,0.4,218100,2579500,21334
6190_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,All,11,0.9,181400,1644200,11613
6198_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,East Midlands,10.4,3.1,12900,123700,946
6206_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,East of England,7.3,2.9,7600,104800,745
6220_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,London,11.6,1.8,71500,614100,3201
6226_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,North East,11.3,5.3,3200,27900,339
6238_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,North West,13.9,2.7,20900,150100,1629
6244_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,Scotland,7.5,3.9,3300,44400,432
6254_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,South East,5.6,2,10200,180500,1325
6258_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,South West,8,5.4,3000,36800,245
6263_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,Wales,11.2,5.5,3000,26500,317
6276_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,West Midlands,13.3,2.6,29900,224900,1638
6283_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian,ONS 2011 5+1,2009,year,Yorkshire and The Humber,14.5,3.9,16000,110600,796
6296_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,All,8.5,1.7,34100,402400,2571
6299_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,East Midlands,9,7.8,1800,20400,129
6301_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,East of England,2.1,3.4,700,34900,176
6307_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,London,10.7,3.2,17800,166900,896
6310_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,North East,12.4,10,1300,10200,105
6312_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,North West,12.1,6.7,2900,24200,230
6316_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,Scotland,4.8,5.5,600,13100,148
6319_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,South East,2,2.3,1200,59800,339
6322_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,South West,7.7,7.8,1300,16600,112
6323_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,Wales,10.6,8.1,1100,10800,140
6324_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,West Midlands,10.4,7.7,2500,24400,152
6325_unemployment_region,Unemployed,Percentage of individuals unemployed,Asian Other,Detailed,2009,year,Yorkshire and The Humber,13.2,8.7,2800,21000,144
6337_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,All,18.2,1.8,137900,758000,4558
6341_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,East Midlands,17.5,7.3,6300,36000,263
6346_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,East of England,17.6,6.9,8000,45300,290
6360_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,London,18.4,2.6,78900,429400,2211
6365_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,North West,29.2,8,10200,35000,306
6371_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,South East,10.2,4.7,6200,60800,405
6374_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,South West,19.2,10.3,4000,20600,141
6379_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,West Midlands,20.1,5.4,14800,73500,527
6383_unemployment_region,Unemployed,Percentage of individuals unemployed,Black,ONS 2011 5+1,2009,year,Yorkshire and The Humber,17.3,8.3,6300,36600,201
6397_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,All,8.5,1.3,62400,732400,4775
6404_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,East Midlands,8.9,3.5,7500,83500,634
6408_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,East of England,6.9,5,3000,43500,245
6418_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,London,9.7,2.5,27900,286400,1344
6421_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,North East,5.4,6.3,600,11100,124
6425_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,North West,9,4.1,4200,46400,476
6428_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,Scotland,5,6.1,700,14000,121
6433_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,South East,5.7,2.9,4800,84900,628
6436_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,South West,6.7,7.4,1100,17000,110
6442_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,West Midlands,9.4,3.1,10400,111000,843
6445_unemployment_region,Unemployed,Percentage of individuals unemployed,Indian,Detailed,2009,year,Yorkshire and The Humber,5.6,5.7,1500,26100,158
6453_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,All,14.1,2.8,34700,246600,1532
6456_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,East of England,16.3,10.4,3600,22300,122
6459_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,London,15,5.7,12400,82800,371
6462_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,North West,18.7,9.4,3800,20100,164
6463_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,Scotland,10.7,9.5,1000,9400,102
6465_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,South East,10.2,6.2,3700,36400,224
6468_unemployment_region,Unemployed,Percentage of individuals unemployed,Mixed,ONS 2011 5+1,2009,year,West Midlands,16.6,9.1,4000,24200,161
6479_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,All,11.7,1.9,49100,421000,2876
6482_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,East Midlands,14.4,9.7,2500,17500,126
6484_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,East of England,13.1,6.8,5100,38700,234
6493_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,London,10.8,2.9,20900,193200,1106
6498_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,North West,14.9,6,5100,33900,335
6501_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,Scotland,5.7,6.9,600,10800,110
6504_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,South East,6.1,4.3,2900,48500,292
6507_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,South West,5.8,6.8,1000,18000,115
6508_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,Wales,10.4,8.5,1000,9400,123
6510_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,West Midlands,23,9,5500,23800,211
6513_unemployment_region,Unemployed,Percentage of individuals unemployed,Other,ONS 2011 5+1,2009,year,Yorkshire and The Humber,17,10,3400,20100,134
6526_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,All,13.1,0.7,403300,3069900,20579
6538_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,East Midlands,12.5,2.7,24000,191400,1422
6552_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,East of England,11.5,2.7,24300,211000,1391
6566_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,London,13.9,1.3,183700,1319500,6889
6578_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,North East,13,4.5,5600,43200,527
6590_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,North West,16.7,2.3,39900,239000,2434
6601_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,Scotland,8.3,3.2,6100,73500,729
6615_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,South East,7.1,1.7,23000,326200,2246
6628_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,South West,9.9,3.8,8800,88800,593
6638_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,Wales,12.7,4.2,6400,50100,596
6652_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,West Midlands,15.6,2.2,54100,346500,2537
6664_unemployment_region,Unemployed,Percentage of individuals unemployed,Other than White,White and other,2009,year,Yorkshire and The Humber,15.2,3.2,27400,180700,1215
6678_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,All,16.7,1.8,84900,509400,4267
6682_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,East Midlands,18.2,8.8,3600,19800,183
6684_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,East of England,14.7,6.1,3900,26400,324
6694_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,London,16.1,3.7,25900,160700,961
6697_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,North East,19.6,11.7,1300,6600,110
6705_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,North West,17.3,3.9,13800,79500,923
6709_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,Scotland,11.6,7.8,2000,17300,163
6713_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,South East,11.7,5.3,4200,35700,358
6720_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,West Midlands,18.9,4.8,16900,89500,643
6727_unemployment_region,Unemployed,Percentage of individuals unemployed,Pakistani/Bangladeshi,Detailed,2009,year,Yorkshire and The Humber,18.6,5.4,11800,63500,494
6730_unemployment_region,Unemployed,Percentage of individuals unemployed,Unknown,ONS 2011 5+1,2009,year,All,9.9,6.6,2500,24800,196
6744_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,All,7.1,0.2,1937600,27477000,240024
6759_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,East Midlands,6.8,0.7,142100,2095100,12345
6773_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,East of England,5.9,0.6,162000,2742700,15761
6788_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,London,6.9,0.7,196000,2833300,14253
6802_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,North East,9.4,0.7,111900,1195800,15642
6817_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,North West,7.9,0.5,250100,3176200,31007
6832_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,Scotland,6.9,0.4,179400,2608500,37779
6847_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,South East,5.8,0.4,239100,4102800,26021
6862_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,South West,6,0.5,155700,2583200,19941
6877_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,Wales,8.1,0.5,111700,1385200,28258
6892_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,West Midlands,8.4,0.6,198900,2356300,18907
6907_unemployment_region,Unemployed,Percentage of individuals unemployed,White,ONS 2011 5+1,2009,year,Yorkshire and The Humber,8,0.6,190700,2398000,20110
6922_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,All,7.1,0.2,1804600,25495300,225716
6937_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,East Midlands,6.8,0.7,136100,1992600,11757
6951_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,East of England,6,0.6,153400,2540500,14560
6966_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,London,6.8,0.7,150600,2198500,11469
6980_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,North East,9.4,0.7,110500,1175900,15408
6995_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,North West,7.9,0.5,244400,3077300,30199
7010_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,Scotland,6.6,0.4,155000,2338600,33929
7025_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,South East,5.9,0.5,221400,3779900,23968
7040_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,South West,6,0.5,148400,2457300,19044
7055_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,Wales,8,0.5,107800,1339900,27507
7070_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,West Midlands,8.5,0.6,193800,2278500,18328
7085_unemployment_region,Unemployed,Percentage of individuals unemployed,White British,Detailed,2009,year,Yorkshire and The Humber,7.9,0.6,183000,2316300,19547
